Start
Mohammad Hafeez,31426590.657967433333.
RK Singh,31226274.129693128169.
P Dogra,31061171.586498036981.
RE Levi,29765009.613184582442.
R Sharma,29486300.879587005824.
SP Fleming,29066336.020747549832.
R Rampaul,28968728.277155999094.
Anirudh Singh,28402808.695812389255.
DR Martyn,27175243.105947032571.
WD Parnell,26535727.696257583797.
DJ Harris,26284885.001964788884.
KW Richardson,25926323.184672068805.
MA Starc,25898903.376443613321.
Kamran Akmal,24320139.529243309051.
AC Blizzard,23458832.516115758568.
L Ronchi,22747285.724802672863.
Bipul Sharma,22262363.864582832903.
PP Shaw,22152222.451971035451.
JJ Roy,21910980.938139159232.
RR Powar,21725399.098970115185.
YV Takawale,21249316.084822028875.
M Kartik,20295941.785680137575.
HV Patel,19237193.130960386246.
MG Johnson,18792268.973022088408.
A Kumble,17653192.685098975897.
A Nehra,17653192.685098975897.
CJ McKay,17653192.685098975897.
DS Lehmann,17653192.685098975897.
Pankaj Singh,17653192.685098975897.
A Flintoff,17161947.180020838976.
AD Hales,17052267.422715201974.
SL Malinga,16355206.979050885886.
CJ Ferguson,16054460.605554087088.
CM Gautam,15370171.449578937143.
C de Grandhomme,15186841.398712972179.
D Wiese,14998696.594603771344.
Anureet Singh,14444507.176237886772.
DL Chahar,14319025.104273919016.
S Sriram,14265614.793224079534.
Iqbal Abdulla,13341404.278635919094.
S Nadeem,13076145.053930521011.
TG Southee,13020131.472949590534.
JO Holder,13018694.764032945037.
X Thalaivan Sargunam,13018694.764032945037.
PR Shah,12662176.244689147919.
UT Khawaja,12155427.874632798135.
J Suchith,12094280.795844996348.
S Vidyut,11881866.123074721545.
TR Birt,11428039.571316104382.
A Mukund,10782251.150575697422.
N Saini,10726421.044448835775.
MS Gony,10510160.948602642864.
KB Arun Karthik,10405394.064987057820.
MJ Guptill,10352500.316583693027.
SM Pollock,10321799.649127336219.
AP Majumdar,10292199.457791136578.
Sachin Baby,10188317.495162358508.
Yashpal Singh,10116554.166809728369.
Misbah-ul-Haq,10064360.374984351918.
BCJ Cutting,9710246.177434662357.
CK Kapugedera,9710246.177434662357.
Harpreet Singh,9710246.177434662357.
M Ntini,9710246.177434662357.
S Chanderpaul,9710246.177434662357.
NM Coulter-Nile,8982957.683491317555.
Z Khan,8954946.411388536915.
M Morkel,8517219.846408447251.
S Aravind,8428406.477511517704.
Washington Sundar,7955179.286117596552.
DT Patil,7725827.545257444493.
SB Joshi,7725827.545257444493.
R Tewatia,7713401.245279203169.
VR Aaron,7305053.681331685744.
Y Gnaneswara Rao,7073356.338840250857.
MS Wade,6660510.202510951087.
LJ Wright,6555950.065433813259.
Shahid Afridi,6198722.231785694137.
KK Cooper,6173989.176592725329.
Kuldeep Yadav,6119363.607740419917.
A Zampa,6113588.267769520171.
PJ Cummins,5811541.382362477481.
DJ Jacobs,5245069.957268938422.
RR Sarwan,5238089.898664541543.
T Henderson,5094044.039703696966.
RR Rossouw,4756665.888065130450.
CR Woakes,4534970.365876961499.
AA Noffke,3976236.689904015511.
S Gopal,3344387.459383569192.
SB Bangar,3290973.469230100047.
D Salunkhe,2973518.465754820500.
B Lee,2782821.957892465405.
DAJ Bracewell,2641231.712053972762.
S Rana,2641231.712053972762.
DJ Thornely,2585712.605866432656.
BR Dunk,2417673.371897093020.
S Sreesanth,2280908.598975319415.
SB Jakati,2272853.128116873093.
C Madan,2104515.956874401309.
A Mithun,2034746.017397289164.
MM Patel,2009577.529411914526.
M Rawat,1527154.265111325542.
AG Paunikar,1262276.124610463157.
RV Gomez,1157400.760407116497.
S Narwal,1100595.818622393068.
ER Dwivedi,1088283.851882398129.
TK Curran,997591.546090728603.
MJ McClenaghan,901377.388357501826.
MK Lomror,901377.388357501826.
AJ Tye,893455.573590773158.
J Syed Mohammad,893455.573590773158.
PP Ojha,893455.573590773158.
Shoaib Malik,741046.881890779943.
Swapnil Singh,722146.086837699404.
Abhishek Sharma,511410.090939655202.
TD Paine,485900.672192245256.
SK Trivedi,344410.618926942116.
B Akhil,337430.560322545585.
RP Singh,337430.560322545585.
Mohammed Shami,308849.030284399341.
AB Dinda,263226.598704958451.
B Laughlin,263226.598704958451.
Joginder Sharma,143996.858960844576.
B Sumanth,59384.915898016290.
JD Unadkat,53364.990153468854.
Imran Tahir,31061.638724883087.
JM Kemp,19536.129722938578.
J Arunkumar,5177.075724868318.
S Badree,1387.708916646660.
AF Milne,1137.587122524789.
