RA Jadeja,1.7359658974611984
JH Kallis,1.682625129825034
DJ Bravo,1.6183104706338143
Yuvraj Singh,1.5099734606000212
SR Watson,1.3903345144689567
IK Pathan,1.370270585364445
JA Morkel,1.360576033609884
SK Raina,1.2265237880940423
JP Duminy,1.171017783500099
AB de Villiers,1.115527156560487
CH Gayle,1.0692062895277974
YK Pathan,1.044147081199268
MS Dhoni,1.0008334104390388
RV Uthappa,0.9787885753583223
G Gambhir,0.9239098925827759
DA Warner,0.8881733050450235
PP Chawla,0.8838552535799076
KA Pollard,0.7893980073339156
SC Ganguly,0.7799230113886771
AM Rahane,0.7710925580481466
KD Karthik,0.768398356490665
A Symonds,0.7342170309904215
RG Sharma,0.7023858904965812
AT Rayudu,0.6981769007164895
BB McCullum,0.6577969612149916
Harbhajan Singh,0.6366967339257261
A Mishra,0.6334479108744553
MK Pandey,0.633071012949237
JP Faulkner,0.6298083468919706
HH Pandya,0.6115063021200058
DR Smith,0.6073109612570378
R McLaren,0.605683127253655
R Dravid,0.599121920248767
AC Gilchrist,0.599121586956816
ST Jayasuriya,0.5717813084525638
PA Patel,0.5643817186748292
MC Henriques,0.5605597231363741
AR Patel,0.5593544670972732
SE Marsh,0.5518243571087709
AD Mathews,0.5254941612602757
KC Sangakkara,0.5125821232374015
Shakib Al Hasan,0.5114712054478143
DPMD Jayawardene,0.5088394091453494
GJ Maxwell,0.5066027165313647
AM Nayar,0.4970729517692873
MEK Hussey,0.48830950315676874
V Kohli,0.4822102388788517
SK Warne,0.47371502753939015
BJ Hodge,0.46449666739432977
SPD Smith,0.4643314537395537
S Badrinath,0.45366961727892524
R Ashwin,0.44499533884651227
AD Mascarenhas,0.4382046470058065
SV Samson,0.4292678494033191
SP Narine,0.42575039931227177
BA Stokes,0.4238929109084689
DA Miller,0.42388861782154585
RS Bopara,0.4155396842579558
SS Iyer,0.4138808637834155
F du Plessis,0.41152390573936826
R Vinay Kumar,0.40713604794370034
DT Christian,0.40602010741866745
Y Venugopal Rao,0.4039380459074131
MN Samuels,0.3997538577207763
R Bhatia,0.3963381490416411
ML Hayden,0.39275139913754675
SS Tiwary,0.38156162419548323
WP Saha,0.38094845354733725
KS Williamson,0.3784493767072017
RR Pant,0.3781312767921346
V Sehwag,0.37793728550397176
MK Tiwary,0.37576813223850075
NV Ojha,0.3747578083860217
DJ Hussey,0.37362774372892016
J Botha,0.36463687542601286
MS Bisla,0.36409205311876536
STR Binny,0.3625513630680346
JD Ryder,0.3604132917607099
LR Shukla,0.35943633793498175
JC Buttler,0.35432406738449074
SL Malinga,0.3539649049840803
M Manhas,0.35357390056056315
MF Maharoof,0.3532893175928256
B Kumar,0.3492517899702575
RE van der Merwe,0.34329784419178866
M Vohra,0.3427147466203183
JR Hopes,0.3403426341060496
CH Morris,0.3401880555487019
P Negi,0.3374918835414669
DW Steyn,0.33720325909551563
P Kumar,0.3334214530561588
KV Sharma,0.3329589355341935
KK Nair,0.32327376319903245
DP Nannes,0.3202763713036187
LRPL Taylor,0.319560512928105
TL Suman,0.3184581189707711
DL Vettori,0.31486665620943244
UT Yadav,0.31184738100539044
DJG Sammy,0.30617606372661005
KM Jadhav,0.30522234557646016
NLTC Perera,0.30264071338716647
SB Styris,0.3023800715529944
AD Russell,0.3011778378951482
KP Pietersen,0.2978480287866777
Mandeep Singh,0.2978325402937226
MG Johnson,0.2870377329720214
Washington Sundar,0.2865079908703588
Bipul Sharma,0.28360873846494944
TM Dilshan,0.27871250048324736
JEC Franklin,0.27417459946314543
PC Valthaty,0.27146545504160297
K Goel,0.27146545504160297
RA Tripathi,0.26883845322979755
AB Agarkar,0.2683785602092072
PV Tambe,0.26594393498776064
MM Sharma,0.26594393498776064
RJ Harris,0.2602179474684933
R Dhawan,0.2594995217026668
AN Ahmed,0.2589585972681042
Azhar Mahmood,0.258860421233564
MR Marsh,0.2572328148526781
HH Gibbs,0.25530675715166984
Kuldeep Yadav,0.25517677439590913
K Rabada,0.25517677439590913
SA Yadav,0.2530807911706167
Q de Kock,0.25294850901136
WPUJC Vaas,0.2445583821391706
AL Menaria,0.2413753217772045
C de Grandhomme,0.23890796920817392
Gurkeerat Singh,0.23838335157507085
DS Kulkarni,0.23733717870604282
MJ Lumb,0.23548232443801637
R Sathish,0.23548232443801637
MA Agarwal,0.23544712084056008
A Nehra,0.23301294628920688
DJ Hooda,0.23279927768594091
MA Starc,0.23279927768594091
M Kartik,0.23279927768594091
M Morkel,0.23251251231241538
MJ Clarke,0.23104138150316433
KH Pandya,0.23021030713691415
MP Stoinis,0.23021030713691415
SP Goswami,0.22795517177309238
EJG Morgan,0.2261735550890601
OA Shah,0.22606114354762308
VR Aaron,0.22190712750819563
CJ Anderson,0.22190712750819563
KL Rahul,0.21692443906076417
GJ Bailey,0.21683918628511148
KK Cooper,0.21578303712612237
CA Lynn,0.21521546965802782
WD Parnell,0.21366988662112654
HM Amla,0.21366988662112654
AB Dinda,0.21366988662112654
YV Takawale,0.21248811899579212
