DJ Bravo,1.335878886747,6
RA Jadeja,1.315346848656,6
JH Kallis,1.280213000640,6
SR Watson,1.231585382434,6
Yuvraj Singh,1.209557825955,6
JA Morkel,1.199327498888,6
JP Duminy,1.167388844025,6
AB de Villiers,1.145059433218,6
SK Raina,1.139526643393,6
IK Pathan,1.137680803619,6
YK Pathan,1.116319848463,6
RV Uthappa,1.112891618792,6
MS Dhoni,1.111349296242,6
G Gambhir,1.104670959646,6
CH Gayle,1.091509937193,6
DA Warner,1.091372815117,6
JP Faulkner,1.077226614649,6
AM Rahane,1.065132633332,6
HH Pandya,1.055286400200,6
PP Chawla,1.043409133864,6
SC Ganguly,1.034372886691,6
PA Patel,1.024398421433,6
MC Henriques,1.019163140118,6
KA Pollard,1.017004065107,6
KD Karthik,1.016799722223,6
AT Rayudu,1.016256938935,6
MK Pandey,1.013429928469,6
AR Patel,1.010361047516,6
A Symonds,1.007388123176,6
A Mishra,1.005462655387,6
Harbhajan Singh,1.004411896709,6
R McLaren,1.004303798620,6
BB McCullum,1.002873655004,6
ST Jayasuriya,1.000216675951,6
R Dravid,0.997394061922,6
SE Marsh,0.995471844517,6
RG Sharma,0.989208498871,6
DPMD Jayawardene,0.987099346537,6
AC Gilchrist,0.985637602436,6
Shakib Al Hasan,0.983349424623,6
SV Samson,0.978591619208,6
KC Sangakkara,0.978408672532,6
SS Iyer,0.977394729840,6
F du Plessis,0.976699470228,6
S Badrinath,0.974143391127,6
SPD Smith,0.969347277967,6
GJ Maxwell,0.969135806359,6
BA Stokes,0.965985385403,6
DR Smith,0.961997603872,6
MEK Hussey,0.959383763408,6
R Ashwin,0.957318911467,6
SL Malinga,0.957041940791,6
SK Warne,0.953986946588,6
V Kohli,0.952352608986,6
R Vinay Kumar,0.951818128912,6
SP Narine,0.951546934974,6
BJ Hodge,0.949492822921,6
AD Mascarenhas,0.949484919955,6
AM Nayar,0.949435569495,6
ML Hayden,0.946377619897,6
DA Miller,0.944695970840,6
KS Williamson,0.944268095842,6
MN Samuels,0.944004208992,6
WP Saha,0.941785093571,6
STR Binny,0.940947162732,6
AD Mathews,0.940487461246,6
V Sehwag,0.940322817685,6
NV Ojha,0.938643983367,6
MS Bisla,0.936130773294,6
RS Bopara,0.935805713726,6
DT Christian,0.935194746814,6
RR Pant,0.935124532563,6
LRPL Taylor,0.934522196214,6
B Kumar,0.933952830245,6
JC Buttler,0.933061677630,6
JR Hopes,0.932044996896,6
KK Nair,0.930523480863,6
Y Venugopal Rao,0.929622869080,6
J Botha,0.929084956320,6
DL Vettori,0.928882969805,6
M Manhas,0.928705965725,6
JD Ryder,0.928268262153,6
MF Maharoof,0.928166013734,6
SS Tiwary,0.927720297072,6
DJG Sammy,0.926764904899,6
RA Tripathi,0.926584422265,6
CH Morris,0.926548277548,6
MK Tiwary,0.926390094620,6
M Vohra,0.925995352631,6
DP Nannes,0.925005667626,6
Washington Sundar,0.924149723411,6
MG Johnson,0.924104324667,6
P Negi,0.923949152496,6
Bipul Sharma,0.923600275683,6
R Bhatia,0.923180903204,6
LR Shukla,0.922650964612,6
KM Jadhav,0.921802091609,6
KV Sharma,0.921698139516,6
DJ Hussey,0.920823041587,6
DW Steyn,0.920536237367,6
Mandeep Singh,0.919417879969,6
SA Yadav,0.918882574657,6
RE van der Merwe,0.918116381172,6
NLTC Perera,0.918091375190,6
P Kumar,0.917219475056,6
UT Yadav,0.916480226554,6
SB Styris,0.913978373787,6
KP Pietersen,0.913180783063,6
TL Suman,0.911829113493,6
K Rabada,0.911725453366,6
Kuldeep Yadav,0.911725453366,6
M Morkel,0.909845266769,6
AD Russell,0.909710353756,6
RJ Harris,0.908945801288,6
C de Grandhomme,0.908939621898,6
Gurkeerat Singh,0.908493076830,6
K Goel,0.908338713651,6
PC Valthaty,0.908338713651,6
HH Gibbs,0.908244013498,6
Q de Kock,0.908052376075,6
MA Agarwal,0.907992758289,6
MM Sharma,0.907796705436,6
PV Tambe,0.907796705436,6
SP Goswami,0.907693247007,6
Azhar Mahmood,0.907092399037,6
MR Marsh,0.907012483660,6
GJ Bailey,0.906983075973,6
TM Dilshan,0.906946380508,6
JEC Franklin,0.906838645394,6
AB Agarkar,0.906529595069,6
KH Pandya,0.906336657663,6
MP Stoinis,0.906336657663,6
AN Ahmed,0.906330909756,6
YV Takawale,0.906065639497,6
WPUJC Vaas,0.905581734876,6
R Dhawan,0.905498203737,6
CA Lynn,0.904915566578,6
CJ Anderson,0.904811274806,6
VR Aaron,0.904811274806,6
AB Dinda,0.904557352188,6
HM Amla,0.904557352188,6
WD Parnell,0.904557352188,6
KL Rahul,0.904531211348,6
OA Shah,0.903911640350,6
AL Menaria,0.903657886707,6
MJ Lumb,0.903634444380,6
R Sathish,0.903634444380,6
EJG Morgan,0.903598049680,6
DS Kulkarni,0.903288493801,6
MJ Clarke,0.903241101269,6
DJ Hooda,0.903180758687,6
M Kartik,0.903180758687,6
MA Starc,0.903180758687,6
A Nehra,0.903160346108,6
KK Cooper,0.902954191684,6
