Start
Read
Begin
SP Narine,78479994.167581006885.
MR Marsh,74134031.954429432750.
MP Stoinis,73265182.543768942356.
MN van Wyk,71857196.814494624734.
LA Pomersbach,71512318.064715936780.
KH Pandya,71143519.679041013122.
W Jaffer,70348072.216660067439.
RT Ponting,70061765.397427886724.
DJ Hooda,67759356.169790655375.
AN Ahmed,67178818.459277957678.
AC Voges,66455732.960334233940.
MJ Lumb,64347225.171410910785.
AS Yadav,64224452.163166455925.
V Shankar,60815126.345674224198.
NLTC Perera,60640876.466356173158.
Salman Butt,59808822.475888229907.
TM Head,59738221.493866398931.
DW Steyn,58427183.166034579277.
UBT Chand,55992652.153062671423.
AB McDonald,55885471.929068118334.
SN Khan,54975161.970166474581.
AP Tare,54705065.413589306176.
B Kumar,54691367.714780472219.
CH Morris,54534920.030970051885.
PJ Sangwan,53743368.016037352383.
DP Nannes,53743368.016037352383.
RA Tripathi,52886388.748802147806.
RJ Harris,52372496.568275466561.
UT Yadav,51165361.761689700186.
Shubman Gill,48390184.350807376206.
WPUJC Vaas,46362280.975617825985.
JP Faulkner,44708356.226680576801.
NS Naik,44634751.690733745694.
M Klinger,44627265.181509144604.
AB Barath,42787620.958083927631.
Niraj Patel,42170644.011436887085.
K Rabada,41494659.055017493665.
SW Billings,39797119.791940867901.
CR Brathwaite,39240960.638452865183.
PV Tambe,38996151.259360179305.
MM Sharma,38550172.040111690760.
GR Napier,37828918.519687682390.
A Ashish Reddy,37474370.592781223357.
SD Chitnis,34398715.987686961889.
JDS Neesham,34323996.113226562738.
IR Jaggi,34049008.766378954053.
DH Yagnik,33764027.704364232719.
DS Kulkarni,33751354.913865171373.
BB Samantray,33474162.766931422055.
Ankit Sharma,33256844.075720749795.
Mohammad Hafeez,31359517.866330232471.
RK Singh,31156331.581939067692.
P Dogra,30996349.017661016434.
RE Levi,29706066.524287007749.
R Sharma,29424403.526879742742.
SP Fleming,29006121.948559544981.
R Rampaul,28906858.111843571067.
Anirudh Singh,28348258.354713108391.
DR Martyn,27118185.895050730556.
WD Parnell,26478911.801471602172.
DJ Harris,26231412.304941833019.
KW Richardson,25868325.847089704126.
MA Starc,25842380.017373695970.
Kamran Akmal,24271493.349735397846.
AC Blizzard,23407648.238804288208.
L Ronchi,22697350.846391119063.
Bipul Sharma,22221665.160274568945.
PP Shaw,22107186.060529716313.
JJ Roy,21863922.342802383006.
RR Powar,21682731.697268877178.
YV Takawale,21202845.454161547124.
M Kartik,20254009.415056906641.
HV Patel,19195888.186506889760.
MG Johnson,18753358.368954531848.
A Kumble,17614957.194068435580.
CJ McKay,17614957.194068435580.
DS Lehmann,17614957.194068435580.
Pankaj Singh,17614957.194068435580.
A Nehra,17614957.194068435580.
A Flintoff,17126339.924875400960.
AD Hales,17013247.775880869478.
SL Malinga,16320599.821164976805.
CJ Ferguson,16019750.755651114509.
CM Gautam,15338078.355218265206.
C de Grandhomme,15153002.654489634559.
D Wiese,14967234.005083568394.
Anureet Singh,14414367.079762930050.
DL Chahar,14287982.127824738622.
S Sriram,14239886.130102274939.
Iqbal Abdulla,13313460.645610950887.
S Nadeem,13048201.446379799396.
TG Southee,12992825.018879277632.
JO Holder,12991393.461444841698.
X Thalaivan Sargunam,12991393.461444841698.
PR Shah,12638169.591316934675.
UT Khawaja,12130465.789352271706.
J Suchith,12069004.333973871544.
S Vidyut,11856654.141360739246.
TR Birt,11405222.046855479479.
A Mukund,10758395.265310093760.
N Saini,10704981.454523576424.
MS Gony,10489979.545106476173.
KB Arun Karthik,10383890.094870375469.
MJ Guptill,10330005.853440299630.
SM Pollock,10302176.275203200057.
AP Majumdar,10270576.197647070512.
Sachin Baby,10165292.360405804589.
Yashpal Singh,10098807.267506359145.
Misbah-ul-Haq,10045859.551626637578.
BCJ Cutting,9688916.301193822175.
CK Kapugedera,9688916.301193822175.
Harpreet Singh,9688916.301193822175.
M Ntini,9688916.301193822175.
S Chanderpaul,9688916.301193822175.
NM Coulter-Nile,8966069.981206838042.
Z Khan,8938859.586074993014.
M Morkel,8498291.780870294198.
S Aravind,8411677.243875490502.
Washington Sundar,7935725.189778582193.
DT Patil,7712325.256377209909.
SB Joshi,7712325.256377209909.
R Tewatia,7695442.925097887404.
VR Aaron,7288131.768353493884.
Y Gnaneswara Rao,7059102.949496533722.
MS Wade,6647603.119379428215.
LJ Wright,6541321.747980505228.
Shahid Afridi,6187411.389186793007.
KK Cooper,6160139.016127140261.
Kuldeep Yadav,6103871.718813173473.
A Zampa,6099710.123775240965.
PJ Cummins,5798405.449919346720.
DJ Jacobs,5233060.581393744797.
RR Sarwan,5226092.924448289908.
T Henderson,5082344.652322685346.
RR Rossouw,4746845.814567000605.
CR Woakes,4524441.523008917458.
AA Noffke,3968967.167205079459.
S Gopal,3338184.220132363960.
SB Bangar,3284912.276242841966.
D Salunkhe,2967664.723758067936.
B Lee,2777439.432734641712.
DAJ Bracewell,2635716.162391352933.
S Rana,2635716.162391352933.
DJ Thornely,2580937.356536714360.
BR Dunk,2412840.603099140804.
S Sreesanth,2276905.538946192712.
SB Jakati,2268864.267656088341.
C Madan,2100782.904855962843.
A Mithun,2030788.165460768389.
MM Patel,2006098.673515269300.
M Rawat,1523860.563899637666.
AG Paunikar,1259646.150804569945.
RV Gomez,1154863.180119020632.
S Narwal,1098375.441791230347.
ER Dwivedi,1086119.116035896586.
TK Curran,995117.490220227162.
MJ McClenaghan,899302.431028116844.
MK Lomror,899302.431028116844.
J Syed Mohammad,891592.044988297857.
AJ Tye,891592.044988297857.
PP Ojha,891592.044988297857.
Shoaib Malik,739634.610328418086.
Swapnil Singh,721204.520424014772.
Abhishek Sharma,510534.802659575187.
TD Paine,484905.659658708610.
SK Trivedi,343724.159227646829.
B Akhil,336756.502282191417.
RP Singh,336756.502282191417.
Mohammed Shami,308059.363116015098.
B Laughlin,262716.594140819099.
AB Dinda,262716.594140819099.
Joginder Sharma,143699.272125603748.
B Sumanth,59252.590025289770.
JD Unadkat,53222.943889521637.
Imran Tahir,30994.622141437056.
JM Kemp,19484.046092824599.
J Arunkumar,5160.861352407883.
S Badree,1382.557434435431.
AF Milne,1131.912341204500.
